Review novelty to group,Review novelty to history,Semantic-level review novelty to group,Semantic-level review novelty to history,Target-product's area rate,Distance to specialists,Number of words in logarithm scale
13.94526132,1376.538854,0.67824629,0.925885918,0.636271222,0.831294359,4.465908119
13.92618913,1376.538854,1.024995561,1.144020398,0.848808732,0.948896465,3.496507561
13.83330339,1315.33707,0.990721988,1.211862651,0.9834199,0.864307472,0
13.78725535,1297.517078,1.115287696,1.589387132,0.417709008,1.138133303,3.36729583
13.7767036,1297.517078,0.892298821,0.905929935,0.992879,0.789243553,4.219507705
13.7767036,1288.529585,1.053560936,1.211357889,0.057579613,1.017210018,2.995732274
13.74052502,1267.677052,0.97119799,1.133576663,1,0.872114971,3.931825633
13.68167941,1267.677052,0.903222881,1.100764227,0.100447322,0.834258422,4.043051268
13.68000184,1257.235331,1.024106658,1.231003042,0.955872673,0.98891568,4.077537444
13.65668834,1243.89568,0.948955505,1.038750204,0.418068524,0.818949301,3.135494216
13.65663998,1243.89568,0.955098338,1.047895144,0.287685003,0.920993099,3.17805383
13.49062361,1224.518552,1.07905668,1.044889387,0.488783323,0.842218584,1.098612289
13.49062361,1224.518552,1.083881262,1.214183651,0.191924601,0.913489887,3.218875825
13.46571761,1212.568694,1.057164879,1.349547427,0.350983001,0.945900925,3.433987204
13.42886983,1212.568694,0.801434661,1.217268923,0.205267137,0.888967758,3.044522438
13.39683685,1209.708663,1.136005229,1.214974885,0.09578276,1.037338506,3.295836866
13.36551696,1209.708663,1.043879862,1.276379171,0.618489615,1.074844276,3.36729583
13.36551696,1207.641281,1.124847428,1.534884376,0.176143401,1.121672493,4.394449155
13.36330806,1207.641281,0.96743727,1.160874606,1,0.90993557,2.48490665
13.27046365,1201.25663,1.225755023,1.209086149,0.390507583,0.934030974,2.302585093
13.20971646,1201.25663,1.095412925,1.200349164,0.131025477,0.883125684,5.683579767
13.16793617,1190.385302,0.983678765,1.234310792,0.535820972,1.010921683,3.713572067
13.16554162,1184.014501,1.047023968,1.136061369,0.983580689,1.023863008,3.091042453
13.15714087,1184.014501,1.052334603,1.183711708,0.392617407,1.025865182,0.693147181
13.15714087,1175.929572,0.84394777,1.2870593,0.133751833,0.923332015,3.828641396
13.14226213,1168.903723,0.867926413,1.260992132,0.186516789,0.855974762,1.609437912
13.14222303,1168.903723,1.187563118,1.363133629,0.237442561,1.052679034,3.044522438
13.13828217,1168.421879,1.099701541,1.411484051,0.271996999,0.900817974,2.197224577
13.12608596,1168.421879,0.948754155,1.160502584,0.138122559,0.919786783,2.48490665
13.12608596,1161.63801,1.131132462,1.103393672,0.674073372,1.003967434,2.397895273
13.11857762,1149.07016,0.950075556,0.930141708,0.801298254,0.887845828,3.218875825
13.11733121,1138.580169,0.953428078,0.936813342,0.380751327,0.839134747,1.098612289
13.11733121,1101.964149,1.055761906,1.005540538,0.549710181,0.909214123,1.098612289
13.11312514,1101.964149,0.802583758,1.099692307,0.631030853,0.848901127,3.555348061
13.03351796,1080.103775,1.094258282,1.127978715,0.372697489,0.911266171,1.791759469
13.02974031,1077.864392,0.842427462,1.16191124,0.542629998,0.834197343,1.791759469
13.02034978,1075.99129,0.961172289,1.020824314,0.091545073,0.82317834,5.141663557
13.01833888,1075.99129,0.957119381,1.15761599,0.100762318,0.79255281,2.197224577
13.01810477,1072.035218,1.340276037,1.541966351,0.152768687,1.258857271,2.302585093
12.9758332,1065.987594,0.955231086,1.246330513,0.469554733,0.881743012,1.098612289
12.97021216,1059.111954,0.986930284,1.18677797,0.305031158,0.923157696,4.615120517
12.96654287,1059.111954,1.108458238,1.480354612,0.336569518,1.025505784,2.833213344
12.96654287,1056.605601,0.951381139,1.444668195,0.749180948,0.982438686,4.094344562
12.90720534,1056.605601,1.03802344,1.210706613,0.253743012,0.892015431,3.526360525
12.89674581,1055.555763,1.0227465,1.272559686,0.394027395,1.000975845,2.708050201
12.89203756,1054.628605,1.289693596,1.397719954,0.069240974,0.933292127,3.33220451
12.88147791,1048.002212,0.884532033,1.084016231,1,0.882550829,2.833213344
12.88147791,1039.761319,0.785799652,0.912561436,0.137497512,0.741234433,3.784189634
12.87155076,1039.761319,1.124889443,1.22857791,0.211435805,0.958652652,2.397895273
12.85024337,1026.853059,0.965455972,1.35870481,0.933993964,1.096624184,2.944438979
12.84732259,1022.725125,1.200489282,1.205690218,0.356133156,0.938077846,2.772588722
12.84722324,1003.441852,1.013419376,1.132409144,0.464753645,0.845422926,1.609437912
12.83925661,1001.016787,0.863467799,1.054937867,0.39780746,0.918126158,3.828641396
12.79512328,1000.244248,0.915651502,0.843929422,0.992879,0.749517227,2.197224577
12.79374533,1000.244248,1.123091712,1.221036449,0.734675701,0.899820773,3.36729583
12.79154777,994.332234,0.997769794,1.240892109,0.819816882,0.886307404,0
12.77217111,994.332234,0.770884333,1.072471699,0.740791752,0.845470948,0.693147181
12.74789279,990.4117833,1.066835488,1.038742335,0.719689333,0.975955022,3.663561646
12.72748641,986.2304625,1.049964273,1.101003269,0.115942651,0.94572596,3.258096538
12.69530871,984.4738156,1.079670438,1.249457391,0.00104,0.992803028,2.772588722
12.69530871,984.4738156,1.205545001,1.267067916,0.276415755,1.010018225,3.33220451
12.68856169,976.6971606,0.830565784,1.351023001,1,0.937304159,2.995732274
12.68856169,967.5647558,0.897354291,1.132585097,0.722265625,0.938933728,4.158883083
12.68280104,964.5674421,1.098392206,1.346151019,0.079240556,1.00289967,2.833213344
12.67844399,951.8932615,1.131231895,1.466164597,0.373309699,1.070374764,3.17805383
12.67844399,951.8932615,0.945767409,1.203281955,0.576418028,0.989588125,2.995732274
12.67133661,943.7006419,0.955505382,1.297964817,0.220492518,0.993897896,3.218875825
12.67133661,942.4724476,1.155107683,1.357583217,0.466479912,1.064355664,2.772588722
12.67096025,935.5855727,1.025859826,0.985751754,0.421921466,0.795030679,0.693147181
12.66302707,935.5855727,0.986343454,1.132423968,0.504596398,0.79711263,3.496507561
12.66302707,910.4097002,1.052827974,1.041221329,0.482109719,0.910764593,2.995732274
12.64913167,906.8042849,1.276057796,1.242185583,0.473789852,1.024187559,2.079441542
12.63324922,906.8042849,1.109119517,1.14318138,0.744089751,0.966590854,3.258096538
12.63324922,902.0695344,0.921828745,1.168506609,1,0.898163993,2.772588722
12.61743288,895.1821478,1.103621218,1.101902543,0.837541239,0.926764758,3.688879454
12.57033603,895.1821478,1.241327486,1.399270604,0.311182955,1.033946295,3.135494216
12.55671514,894.8193164,1.086707193,1.211911548,0.537009957,0.990414445,2.197224577
12.55495154,894.6939426,0.834384455,1.037524782,0.207016412,0.797833996,4.369447852
12.55495154,894.6939426,0.877437161,1.115936729,0.711115057,0.939828403,3.17805383
12.545685,893.3294443,0.720064198,1.008263217,0.434416948,0.798588178,5.342334252
12.5364412,887.4711758,0.961038514,1.048471727,0.684243878,0.836010734,3.784189634
12.53622064,887.0956949,1.082624841,1.027563876,0.09059906,0.946099322,3.091042453
12.53557744,883.5994431,1.142779271,1.188977094,1,0.974789046,4.204692619
12.5352959,880.3669903,0.816955608,1.035299672,1,0.975454104,4.418840608
12.52499383,878.7933431,0.954312984,1.139020878,0.41749622,0.889563111,3.583518938
12.52499383,874.2942918,0.962838432,1.181677437,1,0.940874903,4.418840608
12.52326829,873.9692065,0.792725028,1.024010346,0.992879,0.828069334,3.761200116
12.51448782,873.9692065,1.189335331,1.351064686,0.533834135,0.975388167,2.995732274
12.48452453,869.7647485,1.031483362,1.126508097,0.45096568,0.918029912,2.995732274
12.44853055,869.7647485,0.955660704,0.979113003,0.556669898,0.835254335,5.135798437
12.44853055,869.7647485,1.024757903,1.298994782,0.233618626,0.942144715,0.693147181
12.43500262,863.2290247,0.644568453,1.115229157,1,0.893148117,4.094344562
12.41819082,862.8814114,1.015653463,1.20044552,0.227974363,0.874251593,3.713572067
12.41819082,862.8814114,1.059876307,1.114468912,0.789305925,0.908070636,4.110873864
12.39006479,861.4590563,1.129948696,1.362369344,0.134064167,1.060469151,3.713572067
12.39006479,861.4590563,1.147568358,1.318211038,0.823424256,0.989664201,4.077537444
12.34743366,860.8668766,1.030128771,1.328667989,0.043323864,0.911581806,2.890371758
12.34743366,860.8668766,0.863682416,1.047357791,0.378984775,0.817628351,3.737669618
12.32863254,849.186603,1.023345527,1.300104559,0.676842206,1.025390928,2.302585093
12.28896359,844.5475593,1.03199506,1.164503122,0.700283899,1.018029351,2.48490665
12.28896359,844.5475593,1.005768256,1.348078255,0.036321651,0.951983916,2.197224577
12.27542557,831.4180515,1.27460711,1.165777476,0.232481902,1.090838747,1.945910149
12.27435074,830.3753152,1.150077548,1.251377453,0.015732848,1.040160316,2.197224577
12.2743354,828.0026818,0.733413087,1.163167118,0.892571038,0.854086426,3.713572067
12.2743354,828.0026818,1.074159738,1.321494725,0.913532529,1.0095387,2.890371758
12.2703208,827.5122895,1.066123177,1.307254548,0.384897361,0.923939521,3.433987204
12.25836938,827.5122895,1.181972103,1.477506147,0.255715873,1.103488223,2.63905733
12.25836938,811.4300838,1.240249769,1.356427466,0.087325621,1.024938685,1.791759469
12.20603293,810.9981208,1.175031255,1.289307423,0.33019563,0.938695797,3.17805383
12.19946719,806.8955043,0.93491395,1.378852129,0.308192815,0.861512997,3.044522438
12.19667772,806.8955043,0.893602212,1.201768513,0.064179044,0.840415062,3.850147602
12.18354037,806.7802108,0.737658902,0.913526914,0.992879,0.710125898,4.553876892
12.14786159,804.5821546,1.055472316,1.069840651,0.373491381,0.852163418,3.951243719
12.06971544,791.9981918,1.088718047,1.204791096,0.063072743,0.994147942,4.33073334
12.06906193,791.9981918,0.89580355,1.022446219,0.593968239,0.854586814,3.218875825
12.06906193,791.6679337,1.002080049,1.057538923,1,0.946533614,4.290459441
12.06496175,791.6679337,1.018401281,1.10138309,0.133786199,0.971506857,3.555348061
12.03884236,783.5548507,0.827011082,1.014714039,0.647051411,0.941061957,2.944438979
12.03884236,782.4717502,0.930412075,0.952008634,0.992879,0.825376257,3.526360525
12.01966675,782.4717502,0.942826899,0.915869584,0.251873065,0.834784929,2.944438979
11.97741953,779.6627667,0.96297802,1.140048998,0.674715909,0.92962436,2.63905733
11.96669872,779.6627667,0.959516602,0.986379235,0.470488496,0.878147531,4.025351691
11.938535,765.2848723,1.17444862,1.133636374,0.901278409,0.933555617,3.610917913
11.92717509,753.9783718,1.435877995,1.413460822,0.068082702,1.10337686,2.772588722
11.91754482,753.5767188,1.066128873,1.042214989,0.981322066,1.060809515,1.791759469
11.91744603,753.5767188,1.075887807,1.156043779,0.451998197,0.939601065,3.526360525
11.91673186,753.0745711,0.989853882,1.266696522,0.083774511,0.823981701,3.970291914
11.91649271,753.0745711,1.09811254,1.130267386,0.177894749,0.920610299,2.197224577
11.91545148,750.4923091,1.12721503,1.192990693,0.58331731,1.104680529,3.17805383
11.91052138,750.4923091,1.122060418,1.236127966,0.414566532,0.8756165,0
11.91034362,746.7451064,1.059431327,1.143401832,0.367313508,0.983698716,2.197224577
11.84504814,746.7451064,1.099356604,1.307306124,0.982446601,1.08106069,2.708050201
11.83594739,741.0091372,1.004446437,1.001538128,0.12438912,0.778123714,2.397895273
11.77943155,734.9010139,1.343381162,1.484386742,0.285222315,1.149365219,2.48490665
11.76957251,731.9793991,0.789557875,0.866616638,0.992879,0.828237275,3.737669618
11.75098066,729.8227905,1.140026407,1.238297687,0.792595818,1.010895732,5.075173815
11.74836298,722.4287689,0.894998172,1.039955227,0.495372067,0.865231729,3.496507561
11.74833952,722.4287689,0.908560042,0.899748464,0.992879,0.826255301,4.510859507
11.73872371,721.1781659,0.929297272,1.082256324,0.533684247,0.874434425,2.708050201
11.73211428,716.6950607,0.78586755,1.155345666,0.453193732,0.880533813,1.098612289
11.71199643,716.2258872,0.911000418,1.030238541,0.254640823,0.811063902,2.397895273
11.71179432,715.1730159,1.05137417,1.165925424,0.438147223,0.975980975,2.197224577
11.71074997,711.6021523,0.832933477,1.159957947,0.214136817,0.829726502,2.197224577
11.70778336,708.6138326,0.881660771,1.257840345,1,0.920145516,5.872117789
11.66387288,708.1468564,1.051516409,1.009865223,0.793300953,0.877804839,5.262690189
11.66315578,706.1520438,0.841686089,0.940114935,0.188709896,0.843047138,3.850147602
11.6561682,702.0748546,1.029905586,1.143632805,0.790569502,1.000842836,5.075173815
11.65340455,698.3165246,0.934185837,1.215923023,0.336378528,0.910367901,5.010635294
11.64526293,698.3165246,1.041762555,1.145604526,0.652864965,0.914604366,4.007333185
11.64506024,696.868032,1.208799776,1.412660118,0.333943595,0.951532339,3.091042453
11.62738347,695.4244732,1.009412437,1.176112122,0.284862385,0.886531046,4.454347296
11.62630212,695.4244732,1.047679137,1.330994051,0.504064111,1.043486591,4.077537444
11.62000206,694.0383819,0.95833232,1.325825422,0.617545086,1.024954554,3.555348061
11.60488769,694.0383819,1.174691736,1.388689186,0.697387427,1.06541524,3.465735903
11.59785795,692.1136098,1.115301656,0.965686672,0.109004749,0.749886787,2.890371758
11.58565406,692.1136098,0.687664441,1.141699463,0.309570039,0.777204055,4.430816799
11.57552725,691.626953,1.165709163,0.991793936,0.926054356,0.975076914,3.36729583
11.56343539,686.2141623,0.83101114,1.10591366,0.333537619,0.899077693,4.709530201
11.56343539,686.2141623,0.860666664,1.044085072,0.515616409,0.972463175,2.48490665
11.55777551,682.2853416,0.864448151,0.997402124,0.496125211,0.851268774,3.912023005
11.55158976,679.4368797,0.973390009,1.179781703,0.651026393,0.941089513,4.204692619
11.55158976,678.073013,0.666746154,1.030857419,0.861807267,0.813324232,3.17805383
11.54668585,678.073013,1.072963018,1.253601977,0.066898827,0.920877251,4.007333185
11.54592598,674.7888808,1.221252352,1.497705328,0.102237293,1.151989596,2.48490665
11.51974358,674.7888808,0.849135292,0.913053204,0.084962488,0.813150712,2.833213344
11.51916704,672.2152418,1.119677681,1.253326878,0.227716619,0.942852206,3.496507561
11.49462229,670.16084,1.026756054,1.200697267,0.425907258,0.911159372,3.17805383
11.48110413,670.16084,0.93691108,0.987853563,0.56793553,0.889553518,3.17805383
11.48110413,667.450598,0.903066961,1.069009634,0.803646946,0.907223577,4.644390899
11.4709674,663.0313133,0.9896003,1.179956673,0.4944671,0.891187238,1.386294361
11.4709674,661.9987143,0.793773621,0.881520239,0.703968157,0.834291327,2.772588722
11.44145652,661.9144139,1.152863387,1.098846414,0.08073394,0.934168995,3.555348061
11.44145652,657.7315743,0.836336947,1.236769598,0.086888288,0.907843523,3.583518938
11.43392133,657.7315743,0.893202916,0.934172122,0.980438702,0.870194657,1.945910149
11.43392133,653.2196528,0.954865861,1.198779109,0.077701155,0.900186364,2.772588722
11.42761237,651.8904814,1.166903402,1.349876305,0.298054894,0.96752964,2.833213344
11.42716453,647.1841426,1.023127979,1.101095352,0.483193662,0.993485546,3.784189634
11.41776699,647.1841426,1.042379086,1.401507463,0.887259178,1.040122864,4.007333185
11.39544172,645.9511581,0.861156684,1.070667891,0.727133842,0.836758126,2.564949357
11.39425347,645.9511581,1.076397822,1.076226201,1,0.948661266,3.63758616
11.39425347,644.4408628,0.99538145,1.304959444,0.427482331,1.038515417,3.63758616
11.38477058,638.2159684,0.987476111,1.244721432,0.08161886,0.895747434,4.077537444
11.38477058,633.9361766,1.034916953,1.207343672,0.06367731,0.990612194,3.044522438
11.36974949,632.2925766,1.041536881,1.317154256,0.97251301,1.046483047,3.610917913
11.36513957,632.2925766,1.290042186,1.2385701,0.988662726,1.122676187,3.044522438
11.35609158,632.1549621,0.981559662,1.13692382,0.924215816,1.034104424,4.820281566
11.34724144,632.1549621,1.055391054,1.331606747,0.016142256,0.925936929,4.248495242
11.33437329,629.8824787,0.823017027,1.131280417,0.51530712,0.780647759,3.496507561
11.30058405,629.694077,0.855901369,1.152640927,0.495701673,0.879486375,5.017279837
11.29728171,629.3265918,0.869419819,0.99314355,0.477163902,0.869291011,3.091042453
11.29697094,629.3265918,0.881321723,1.169602502,0.767359203,0.968766895,4.574710979
11.29431311,626.8318037,0.649062041,0.88052458,0.36777409,0.666657859,4.234106505
11.29222797,620.2708115,1.064802712,1.248382601,0.471272971,1.037415561,4.110873864
11.28975635,618.8000115,0.85717951,1.17841298,0.914016679,0.886508971,1.945910149
11.28973821,618.0958317,1.054095841,0.952425509,0.256707697,0.835859291,3.663561646
11.28973821,618.0958317,0.779857172,1.17426257,0.448545547,0.857539758,3.80666249
11.28873206,615.712947,1.065494629,1.19760325,0.981982325,1.061301982,5.33753808
11.28873206,615.712947,0.915236287,1.250568782,0.128539681,0.927048059,4.007333185
11.28802732,615.4885346,1.080084167,1.145978121,0.694938936,1.024337157,4.077537444
11.28364548,614.3668732,0.904771623,1.302686642,0.754791888,0.990258263,2.48490665
11.26944776,614.3668732,1.010014556,1.387987689,0.648156846,0.896088535,1.386294361
11.25310954,613.2120264,0.838583228,1.041770322,0.195030484,0.849751466,4.127134385
11.24217597,613.2120264,0.918022741,1.054440781,0.541625977,0.883301963,1.609437912
11.21924217,608.9863402,0.780672294,1.12153757,0.62786382,0.923724266,1.098612289
11.21924217,608.9863402,0.740040449,1.121879726,0.590206974,0.82097689,1.386294361
11.21561757,605.2454139,1.035307911,1.262945553,0.469975715,0.952428171,4.043051268
11.21561757,605.2454139,0.99377224,1.282345764,0.119077621,0.947228644,2.995732274
11.18675517,603.2073879,0.791617122,1.278539479,0.350983001,0.958710474,3.433987204
11.18675517,603.2073879,0.846268276,1.071847105,1,0.936426856,2.197224577
11.16741393,602.4008728,0.851598767,1.390067154,0.306153776,0.931814342,4.663439094
11.16741393,602.4008728,0.878312675,1.235174765,0.753004226,0.854623397,3.583518938
11.16446275,599.2458283,1.348725152,1.249805289,0.410984407,1.077005924,4.060443011
11.16446275,599.2458283,0.788360965,1.161767244,0.468151232,0.946468014,3.871201011
11.14960121,597.1037691,0.922792893,1.023084417,0.549316282,0.806721911,1.609437912
11.13185522,597.1037691,1.268073762,1.343153318,0.775892218,1.156143599,2.833213344
11.13185522,595.7313988,0.926831238,0.969246656,0.992879,0.85792175,5.293304825
11.12669152,595.7313988,0.909458069,1.085006211,0.549280609,0.914537506,2.772588722
11.12297301,595.0213731,1.1408965,1.054170379,0.713915872,0.925033474,1.098612289
11.08117229,594.9408531,0.909020699,1.181677797,0.730608622,0.981651249,3.784189634
11.08117229,592.8673856,1.158667226,1.312229561,0.409049445,1.042014655,5.723585102
11.07838364,592.8673856,0.87685876,1.2494466,0.850522213,0.849784408,2.772588722
11.07838364,592.7834442,0.96681271,1.159198852,0.645037775,0.87750375,4.077537444
11.07094293,590.876516,0.971329077,1.173761972,0.09059906,0.943598186,3.091042453
11.0665831,583.8768827,1.080535454,1.121896199,0.509682574,0.939707793,3.555348061
11.05014472,580.9278041,1.056772335,1.129930561,0.785477648,1.010965058,3.761200116
11.04888268,580.9278041,1.079143249,1.253905565,0.981668746,1.030618958,3.828641396
11.04715228,579.9476,1.044506463,1.240853928,0.03274205,0.984697826,1.791759469
11.02651,579.8420572,0.733319577,1.013890867,0.381351952,0.915365975,2.564949357
11.02599547,579.8420572,0.973637337,1.314020159,0.835054598,1.006225012,4.905274778
11.01443655,575.8574709,1.20842439,1.392106317,0.381845039,1.112898938,4.189654742
11.01443655,575.8574709,0.885819459,1.167113891,0.417454836,0.996449534,3.36729583
11.00522069,575.6288295,0.934204113,1.226730611,0.370325542,0.855908527,4.430816799
10.9985049,573.8058703,1.181987102,1.409381637,0.159637809,1.019601601,3.931825633
10.98439685,571.9085422,1.224351496,1.254954853,0.600660604,0.956029903,4.787491743
10.97837571,571.6594979,0.947806079,1.185598466,1,0.951384363,4.564348191
10.97089419,571.4379947,1.017611297,0.795674943,0.294098875,0.721175027,3.688879454
10.962315,571.4379947,0.848770394,0.883801607,0.8485784,0.874728928,2.564949357
10.95849868,571.3500113,0.982369323,1.234640402,0.03748283,0.903357451,1.609437912
10.9580015,571.3500113,0.896797251,1.190720442,1,0.926957597,3.688879454
10.95005601,570.3034315,0.868786564,1.240700474,0.525387761,0.961567589,3.663561646
10.94988534,570.3034315,0.883890361,1.384473068,0.390131353,0.944670425,2.079441542
10.9462073,568.6470519,1.07347536,1.120462477,0.50536107,0.9162275,2.890371758
10.9462073,566.6147471,0.733487518,1.111440685,0.140495326,0.781748615,3.17805383
10.94485436,566.6147471,1.059946616,1.154330014,0.542016831,0.840232716,1.386294361
10.93730199,566.1599631,0.902855604,1.05502721,0.992879,0.818649613,6.520621128
10.92047525,566.1599631,1.204190543,1.249699866,0.060906974,0.995107952,2.772588722
10.92002383,565.2190335,0.969068975,1.205082629,0.871861254,0.916151451,4.574710979
10.92002383,565.2190335,1.045037784,1.248472246,0.451998197,0.969751223,3.526360525
10.9172264,565.2190335,1.075058239,1.347390442,0.118479572,1.127777589,2.564949357
10.90671657,564.8694935,0.888285623,1.323844939,0.475115637,0.986957512,1.609437912
10.89872883,564.4338953,0.978970608,1.397002126,0.496852662,0.875725798,4.976733742
10.89872883,563.9094109,0.755785733,1.008069801,0.853970662,0.814400602,4.753590191
10.85019672,563.9094109,0.946007252,1.2843643,0.293907794,0.890271278,2.564949357
10.84819805,560.9184017,0.861468634,1.079291716,0.068937867,0.94586395,4.779123493
10.84616613,559.2964059,0.818048375,0.998358927,0.435588552,0.802171053,2.48490665
10.84052139,559.2016729,1.000970223,1.137894593,0.119180718,0.933318312,3.828641396
10.84052139,557.6807655,1.114808358,1.39569385,0.529499923,0.94794408,2.708050201
10.83672913,552.462613,0.94774299,1.210633465,0.234031342,0.894586932,3.951243719
10.83672913,549.7237064,1.080884355,1.025864541,0.394926457,0.975057461,3.36729583
10.83470666,548.5334767,0.79382421,1.138868663,1,0.948086306,2.833213344
10.83470666,548.1984966,0.814253049,1.009223899,0.54626448,0.810869011,2.772588722
10.83074171,548.1984966,0.765017957,1.176849849,0.662508147,0.880900832,2.708050201
10.81842471,547.9773584,0.780577837,1.126044866,0.733101915,0.745400367,4.521788577
10.78711225,547.2756655,0.810943532,1.048024819,0.985729587,0.881469049,3.526360525
10.77984372,543.1792135,1.161207525,1.092691399,0.074470766,0.917133443,3.912023005
10.77981215,543.1792135,1.107070677,1.260165037,0.477599834,1.006051715,3.713572067
10.75403249,541.485305,0.960250759,1.164940206,0.034580622,0.910108902,3.931825633
10.75283522,541.0574667,1.084208749,1.170601617,0.231350806,0.87013673,3.526360525
10.75283522,539.7525204,0.785526424,0.975783354,0.09042226,0.718065959,4.736198448
10.74162114,538.7940616,0.886144462,1.151447436,0.670099432,0.927963084,3.33220451
10.73977924,538.7940616,0.950370045,1.234847735,0.716828377,0.90329219,2.397895273
10.73804659,538.1636306,0.929383246,1.259188111,0.607342882,0.988978344,2.833213344
10.72922743,536.0265807,0.903872643,1.017788418,0.94722889,0.802748035,1.945910149
10.71464418,536.007754,0.844527932,0.86985213,0.151377323,0.735078082,2.079441542
10.69011835,536.007754,1.191337032,1.342842252,0.244463403,1.043132827,2.197224577
10.67992139,534.6218002,0.901303376,1.102122694,0.594185301,0.933714893,3.784189634
10.67982308,529.9091518,0.964169742,1.249359192,0.363615139,0.990583278,2.302585093
10.67927273,529.9091518,0.872438728,1.104965382,0.278237262,0.933199658,4.356708827
