"Ratio","TestScore","Gender","Age","SpeakerNum","Frequency","Particular","SubjectKnowledge","IndNovelty","GroNovelty","HisNovelty","Ratio.Trans"
0.0764173719618056,3,2,49,1,7,6,5,2,38.6994668033304,39.7938821949904,0.280084568103492
0.409936904907227,20,1,47,7,7,8,6,1,13.6639744353804,19.8982829333556,0.694840794259611
0.293473137749566,11,1,33,1,7,8,6,2,0.182044032296271,2.20759855730294,0.572495833455675
0.300279385523426,14,1,48,2,5,9,6,2,18.1151392792498,25.3060261988126,0.579944534435371
0.000677083333333333,8,1,52,4,5,11,7,2,45.8056043800277,49.6972489253546,0.0260237622661854
0.406241549159745,6,1,42,3,7,9,6,3,37.2991952685852,35.5946481913163,0.691081366870195
0.469256083170573,8,1,47,2,3,8,4,2,20.4265261282175,23.7469114612902,0.754634841004924
0.115905125935872,2,1,68,3,7,6,6,3,31.1868434481682,47.4989587874576,0.347393764235273
0.0782019297281901,10,1,60,1,1,6,7,3,30.2583017920487,38.072052784005,0.283425461735394
0.135953903198242,11,1,43,2,7,9,7,1,9.89701626208218,19.0106040338113,0.3776308387656
0.154614130655924,5,1,52,2,6,9,6,2,0.114476002987532,0.206749886082964,0.404120256639114
0.283509996202257,1,1,44,1,2,1,1,3,22.380211847486,32.9169666632553,0.561500100307805
0.200640360514323,11,1,72,4,7,6,7,4,5.98908500733747,17.7446641090308,0.464447580019885
0.318438212076823,11,1,60,2,7,10,5,5,20.0518693009693,26.7955490139307,0.599589103168721
0.207070032755534,9,1,73,2,2,4,5,1,9.41234012457146,12.3640675330251,0.472427784069441
0.211894989013672,19,1,59,4,5,10,9,2,2.63009855106839,2.05041735584762,0.47835622083632
0.468464533487956,10,1,43,1,5,4,3,2,44.2781399200719,50.6469706909195,0.75384175165762
0.272212346394857,4,1,37,1,2,1,1,5,20.7949568515809,20.9576609898249,0.548888975047021
0.400433222452799,17,1,67,10,7,9,7,2,28.7697503035019,36.7346443650445,0.685161318974823
0.658974965413411,7,1,54,2,1,4,2,1,47.559549199714,42.2189753477763,0.947181376428112
0.232519149780273,9,1,59,2,5,8,7,2,34.3288798299931,37.8780620591863,0.503166955935259
0.150427076551649,10,1,72,1,7,1,2,3,91.4430724035887,84.5957425214888,0.398297091880848
0.330048455132378,11,1,49,2,5,6,6,4,40.3957322084865,61.0400412158954,0.611991238367734
0.67301262749566,8,1,56,2,7,10,6,3,11.4297588667458,30.6699521071431,0.962063826010749
0.134297688802083,7,1,50,1,6,5,2,2,31.4276010510049,36.0308206051045,0.375208455646617
0.53054674796748,12,1,60,3,6,10,4,2,71.7336585689641,63.6027892045887,0.815963945543149
0.0218276977539062,1,2,45,1,5,1,1,5,16.7611648971158,23.6845274606058,0.14828482418838
0.443314208984375,8,1,61,40,6,9,7,1,5.6619529529781,9.083310517365,0.72859023310877
0.488126118977865,12,1,67,4,7,7,7,2,4.05411019265242,7.54422444460029,0.773523166033844
0.237549216324676,4,1,53,5,7,6,6,1,12.2590590376044,13.9413710903268,0.509098431359231
0.098300298055013,6,1,65,4,3,5,3,3,34.3853405855449,48.818935846351,0.318906920852212
0.339978535970052,9,2,46,1,7,5,1,3,33.8525932201697,47.9622527599174,0.622510764275396
0.451340357462565,2,2,35,2,7,11,2,2,163.730585021026,126.81256235753,0.736661382045899
0.40191396077474,11,1,63,1,1,6,2,3,53.5000757120684,54.4914480695375,0.686671857705623
0.272750854492188,9,1,53,1,7,2,3,2,29.7514503619528,34.4985841421602,0.549493719241799
0.333829243977865,7,1,49,10,4,11,11,2,1.72381589477478,1.60996887657696,0.616005603656093
0.291066066066066,19,1,69,12,5,8,6,3,189.879286906741,125.451168024138,0.569849563759196
0.453559239705404,10,1,59,1,5,5,5,1,5.48691328301501,6.72785374260216,0.738890368644134
0.263989766438802,9,1,54,1,5,7,4,4,211.809833071895,151.872170014739,0.53960755027095
0.0430812392459395,7,1,60,4,7,10,8,3,205.362840445156,142.758286878139,0.209080187078892
0.170899285210503,13,1,51,8,7,8,8,2,37.0748933053007,46.3800305908228,0.42618455494247
0.44626956515842,5,1,24,1,1,4,1,1,17.6425876686353,19.073355186692,0.731563775720097
0.548578050401476,13,1,58,2,5,7,7,1,6.3290095835943,13.4882544785164,0.834052964122114
0.210403442382812,9,1,39,1,6,6,4,3,74.142831580433,69.4023377297261,0.476528898017467
0.107179429796007,7,1,46,2,7,3,2,4,78.9219888653829,63.2611069858007,0.333532290459966
0.174918651580811,6,2,33,2,5,8,7,3,13.6184651218156,20.5094310850256,0.431498888570283
0.210973103841146,18,1,64,5,5,11,11,2,35.2136340217163,33.6954898602616,0.477227359515282
0.671892801920573,18,1,56,5,5,8,7,3,15.3919867659489,21.8940150320467,0.960870792470866
0.221610341553807,13,1,71,3,5,9,6,2,20.0508228976281,25.8578330421253,0.490146421892184
0.274843514683735,13,1,67,2,3,9,6,3,43.6486635517706,49.8574328715608,0.551840248481563
0.225021134561567,7,1,46,5,3,4,2,3,42.3721808990579,57.6499414922566,0.494241349903463
0.352667066786024,11,1,49,2,6,6,3,4,49.4160982543447,54.5091119306995,0.635845242630725
0.420088026258681,6,1,51,2,3,9,6,1,15.5809242681019,13.3561003654752,0.705142010733264
0.218865076700846,8,1,40,3,5,6,6,4,3.02227047410982,15.2613374768454,0.486834125594218
0.523333231608073,6,1,39,2,6,11,4,1,1.71584025605663,1.44323725988415,0.808739872340903
0.590084635416667,7,1,46,1,4,4,2,1,18.4518612685323,24.8420870730286,0.875977431129697
0.0393276214599609,6,2,34,2,3,7,7,2,14.4510874676779,22.3165256472018,0.199635343245498
0.580823552844368,14,1,27,2,6,11,11,3,1.08067799752587,1.0809578192121,0.866577904248061
0.278820673624674,8,1,39,2,7,6,1,2,2.24290337047778,6.85047931833946,0.556284694722729
0.363328721788194,9,1,51,1,5,5,4,2,48.3109842849943,48.6293772209525,0.646965055358981
0.26219047934322,17,1,67,2,5,9,7,3,119.989826528809,109.894206635778,0.537564347008042
0.0792833964029948,0,1,57,1,7,5,1,2,16.4955804710825,22.8662481448282,0.285433121195029
0.269166086876341,3,2,45,1,2,3,1,2,61.4510020756837,58.6696137388838,0.545460929064541
0.336604436238607,6,1,48,2,5,10,7,2,18.8477684816505,21.2613930408482,0.618945019395667
0.258354822794596,9,1,43,4,7,6,3,2,20.5576998388499,23.8645382089519,0.533193533943535
0.219924290974935,10,1,67,4,4,6,1,2,1.62007717589307,7.10970094255669,0.488113876096951
0.643800099690755,9,1,31,4,7,8,7,2,110.689887005935,114.430197583083,0.931258277521044
0.367866516113281,16,1,60,2,5,11,8,3,44.3911312697684,46.2183917208821,0.651676268063715
0.159130096435547,5,1,55,1,4,5,2,4,172.558762174734,129.362087621236,0.410329108358404
0.420374410916911,7,1,66,1,7,4,3,2,27.1029094535498,34.3918405654737,0.705432111041541
0.219114303588867,11,2,35,2,4,5,3,2,83.3243478074617,80.3106731707188,0.487135443330962
0.407958348592122,13,1,59,4,7,8,6,1,1.883752193648,4.59501815613722,0.69282859069179
0.0983700222439236,12,1,69,2,5,7,4,4,26.6094004755299,40.9050346366718,0.319023999176947
0.526442209879557,4,1,49,1,5,4,2,2,39.8527797016425,46.702902407346,0.811852714242274
0.444510503369005,8,1,48,2,5,9,9,1,12.656208870195,7.39391884933459,0.729794126243812
0.448511123657227,7,1,25,1,3,4,3,1,14.9509878176254,21.9608078749128,0.733817848444505
0.147281901041667,11,2,58,3,7,8,8,1,3.81731204370422,0.313164943851646,0.393878971413349
0.329120635986328,14,1,54,12,6,9,8,4,2.37062786425795,11.0132983347965,0.61100432733345
0.504350450303819,5,2,56,2,2,4,1,1,54.5069580424507,57.8796680092664,0.789748668595431
0.120295842488607,2,1,55,1,6,2,1,2,58.5033664310807,65.2641210312289,0.354196560075286
0.101173700350467,5,1,36,4,5,8,6,2,2.52021645755496,4.26513548628772,0.32370165090202
0.32235590616862,7,1,47,1,7,7,5,3,34.5457928134462,45.5343847326033,0.603786987647462
0.386672973632812,0,1,36,1,2,1,1,1,15.5239200562095,17.759119926336,0.671077688066275
0.288288684039792,8,1,61,4,4,8,7,2,27.1923790271089,24.4976092447764,0.566788152826773
0.232124328613281,4,1,33,1,4,7,2,2,34.2413189502953,40.5030973616162,0.50269950512086
0.235345772603755,3,1,41,2,6,9,8,1,14.5767708995436,13.4081545747081,0.506505528756385
0.0126857757568359,10,1,51,2,4,8,6,2,1.98451419962318,5.64352434976661,0.112870654499697
0.51890754699707,6,1,34,1,5,4,3,2,32.0619514626533,30.8646624248039,0.804310219536595
0.254922866821289,4,1,38,1,7,7,2,4,43.3996961621657,49.9643192615289,0.529264798883068
0.00706555573092031,5,1,47,1,7,9,5,2,15.4660190231429,13.7503509194366,0.0841561608965198
0.3124951171875,11,1,60,4,7,8,6,3,61.1021566565698,52.0429400487167,0.59319450895198
0.130677541097005,12,1,51,1,5,6,1,5,62.6489338700443,65.4781736164694,0.369869206950717
0.197447458902995,7,1,31,1,5,7,4,1,16.0339261971186,18.2493553722374,0.460449238664173
0.386672125922309,10,1,45,7,7,8,7,2,14.5603349133161,17.4053673182974,0.671076817704727
0.251071177551903,8,1,78,1,7,3,3,2,47.1229238756633,53.1821902210132,0.52483478412561
0.402451926130589,10,1,57,3,5,9,4,3,9.76184928224869,10.873292919775,0.687220423043338
0.287057240804036,6,2,78,2,2,1,1,2,33.7341775430118,33.0851903718736,0.565427975952184
0.298458735148112,4,2,42,1,5,6,3,2,37.1197064548208,39.1269557854397,0.577956843317726
0.650218126780627,15,1,65,2,5,11,9,1,13.8972732241638,20.7922289916066,0.937973165854951
0.226361592610677,5,1,50,2,7,8,5,3,45.494272024363,53.6166681582192,0.495844629020061
0.661851247151693,11,1,52,2,1,7,3,1,80.5172104332595,76.3995352961954,0.950218196236973
0.246345520019531,13,1,47,2,7,7,6,3,43.1633401917845,51.4534068712758,0.519368563687891
0.368317286173503,4,1,41,1,6,6,3,5,59.6061601586112,67.8780156719036,0.652143594118336
0.492783228556315,7,1,26,1,7,5,4,3,39.8439236899777,54.8410958466084,0.778181141355353
0.523252744932432,7,1,46,2,7,1,2,2,47.5782276103185,46.3979150551726,0.808659298184524
0.209865570068359,1,1,31,2,2,2,1,5,21.6340657201311,25.3465628671036,0.475868776306292
0.140466690063477,7,1,62,3,5,11,4,3,14.9425972819255,14.9456689052065,0.384169024786173
0.203041712443034,12,1,36,1,6,6,3,2,57.2563725084566,47.6102348975129,0.467439004927259
0.241932781358319,13,1,45,9,7,8,6,3,48.8693092579638,63.9293872177469,0.514232356746068
0.480737050374349,19,1,51,4,6,11,8,1,59.9719602868576,43.3165233958555,0.766130445430454
0.407072067260742,8,1,21,1,6,10,10,3,1.24946800549767,2.97213742430017,0.691926747238682
0.396624541989555,7,1,52,2,7,4,4,4,14.389866831194,19.4275464214882,0.681271687199547
0.349023818969727,7,1,53,1,1,3,2,3,21.3131767906908,29.4669714635014,0.632028190368899
0.363323429493045,9,1,56,3,4,4,4,2,21.3921350838589,32.2405644174336,0.64695955352799
0.305690765380859,15,1,68,8,5,6,4,3,42.3671600582063,54.012081510429,0.58583229663478
0.252552083333333,2,1,44,1,5,9,3,2,29.7195890983345,34.2679146330483,0.526540687708041
0.240989933256719,11,1,39,5,4,9,7,1,23.2977178050464,30.6475984127526,0.513130819350494
0.135834376017253,5,1,70,1,7,6,4,4,17.0194798190537,21.6302120501702,0.377456436207217
0.0739847819010417,6,1,64,2,5,5,4,2,28.4588510852178,33.5041041841424,0.275472276349148
0.469901851851852,17,1,59,2,1,8,8,1,8.23622617834288,17.8453698150112,0.7552818082998
0.417900721232096,11,1,36,3,5,4,4,2,6.82501489374823,12.1885267688652,0.702925420194907
0.150155067443848,4,2,39,1,2,7,3,3,22.6788015877626,26.1254650479809,0.39791650675674
0.19359016418457,7,1,46,1,7,7,6,2,24.6172863653904,31.6456424607092,0.455586226626789
0.257668813069661,14,1,45,4,1,8,6,3,36.5382117658503,46.5589236987581,0.532409595308306
0.243174235026042,5,1,39,2,7,2,2,1,15.3353877202343,17.8643714077193,0.515680531849201
0.27570124246988,5,2,29,1,7,4,1,3,97.9055435116155,86.4665623496534,0.552800424547827
0.143877029418945,0,1,66,2,7,3,1,3,19.7121066528674,26.3156734872414,0.389051811967592
0.0835933685302734,17,2,61,2,5,8,6,3,48.4430133400799,53.8315679826824,0.29331286002464
0.623602562079125,15,2,66,3,5,7,11,1,2.81689983952058,3.13660435788801,0.910295558722343
0.0113853148123679,7,1,51,3,5,8,4,2,33.6732096111413,43.5111565462832,0.10690550772469
0.271244684855143,12,1,32,4,7,8,6,2,1.11364247875679,1.07826885263617,0.547801349558293
0.314097086588542,7,2,60,1,5,7,3,3,36.1481756975467,42.1438295720542,0.594921389468216
0.0831279754638672,5,1,49,2,7,8,6,1,14.3019347473957,18.4654613565848,0.292471057028437
0.21257209777832,1,2,38,1,2,7,2,5,73.9824120918119,70.3863755519945,0.479184206483298
0.0658098856608073,10,1,44,2,6,4,4,2,58.0565797076348,56.7878827053716,0.259434870312765
0.156704584757487,3,2,35,1,1,8,1,3,20.5385090126931,25.2419897669767,0.407003401121864
0.145338890135444,9,1,43,2,5,11,1,3,2.91705447850794,3.13228676080211,0.391130065697704
0.187666590073529,11,1,56,6,7,8,6,3,26.3730203626901,30.3990224172528,0.448045766572285
0.55330573187934,10,1,55,8,5,8,4,3,1.95338339985152,8.76336314468662,0.838805394137148
0.570245414402174,15,1,39,4,4,8,6,4,12.6751669465065,12.6734133121236,0.855876734854455
0.149430592854818,5,1,35,1,5,6,4,3,76.3169361112003,91.4372976791255,0.396901461147658
0.328955332438151,6,2,49,1,5,4,1,2,102.197608169791,102.60762280597,0.610828421517882
0.311651865641276,7,2,32,1,3,3,3,4,37.9399615185597,44.5508256422621,0.592284537478921
0.240068223741319,3,1,37,4,7,7,8,1,1.66842241005745,1.35556940741459,0.512052555901646
0.694691128200955,3,2,36,2,6,1,1,3,26.6243107085154,40.1384820265303,0.985378574245309
0.12908935546875,8,1,62,1,7,6,3,2,28.768683982679,30.8116447828446,0.367507056700883
0.236384073893229,10,1,20,1,7,9,4,2,3.12071265166956,3.19071304294601,0.507728389163555
0.31942621866862,18,1,59,5,7,6,6,4,15.7277824403303,20.4532759755429,0.600649053709519
0.0518563588460286,16,1,52,9,3,7,5,4,139.847919185383,121.998598004492,0.229735430524787
0.750965453722854,10,2,48,2,5,6,4,3,17.3460585499562,26.2358636082127,1.04831308051325
0.0657838185628255,16,1,43,14,7,9,6,3,182.252758982598,131.04960415278,0.259382300132115
0.16868527730306,12,1,50,6,5,8,7,3,16.8511853742946,37.3155147198152,0.4232360700533
0.0904770236545139,5,1,28,1,6,7,6,2,22.7914364787057,29.3970893763805,0.305525089416089
0.195500691731771,5,1,28,2,5,4,1,3,57.6432100806484,59.0894778235627,0.457999427328201
0.176496505737305,5,1,37,2,7,6,3,3,42.9138008467462,52.6774141498804,0.433571901213027
0.573329501681858,6,1,27,2,5,9,4,1,58.7320476383899,58.274555120329,0.858993114848224
0.227614084879557,5,1,22,3,6,9,7,2,33.3465635013968,33.819504136183,0.497339662670823
0.859404319428406,10,2,25,1,1,1,1,1,75.4450109397288,64.6216500070624,1.18644172406764
0.381020863850911,3,1,33,2,7,2,1,2,29.9735340868765,41.5149571000484,0.665266564451553
0.0152320861816406,5,2,25,5,7,1,2,2,23.1461843418804,30.552767967288,0.123733825210417
0.189044952392578,6,1,28,2,7,6,5,2,18.5373082323073,22.6998401751141,0.449808398902387
